| id   | MenuID | OptionNumber | OptionText                                        | Argument                                                         | PWord | TopLine | BottomLine | Command_id | MenuGroup_id |
|  892 |      3 |            6 | Daily Counts Performed Report                     | frmCountSummaryPreview                                           |       |       1 |          1 |         11 |            4 |
|  893 |      3 |            8 | Raw Count Table (with Eval Qty)                   | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            4 |
|  894 |      3 |            9 | Material with Raw Counts                          | frmMaterial                                                      |       |       1 |          1 |         11 |            4 |
|  895 |      3 |           11 | Update SAP Table                                  | frmImportSAP                                                     |       |       1 |          1 |         11 |            4 |
|  896 |      3 |           12 | SAP                                               | SAP                                                              |       |       1 |          1 |         15 |            4 |
|  897 |      3 |           13 | Material List Update Table                        | 00tmpMatl List Updt                                              |       |       1 |          1 |         15 |            4 |
|  898 |      3 |           14 | CM Count Scheduling Menu                          | 24                                                               |       |       1 |          1 |          1 |            4 |
|  899 |      3 |           15 | Typical Locations                                 | Typical Locations                                                |       |       1 |          1 |         15 |            4 |
|  900 |      3 |           16 | Counters                                          | Counters                                                         |       |       1 |          1 |         15 |            4 |
|  901 |      3 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  902 |     10 |            0 | Materials and Part Types                          |                                                                  |       |       1 |          1 |       NULL |            4 |
|  903 |     10 |            1 | Material                                          | frmMaterial                                                      |       |       1 |          1 |         11 |            4 |
|  904 |     10 |            6 | Part Types (L10 Warehouse Types)                  | frmPartTypes with CountInfo                                      |       |       1 |          1 |         11 |            4 |
|  905 |     10 |            9 | Print All Material by PartType with Last Counts   | rptParts By Type with LastCounts                                 |       |       1 |          1 |         13 |            4 |
|  906 |     10 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  907 |     10 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  908 |     10 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  909 |     10 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  910 |     21 |            0 | Count Scheduling                                  |                                                                  |       |       1 |          1 |       NULL |            4 |
|  911 |     21 |            1 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            4 |
|  912 |     21 |            2 | Print Count Agendas and Worksheets                | frmPrintAgendas                                                  |       |       1 |          1 |         11 |            4 |
|  913 |     21 |            4 | Random Count Scheduler for CM Counts              | frmRandCountScheduler                                            |       |       1 |          1 |         11 |            4 |
|  914 |     21 |            7 | View Incomplete Counts                            | qryCountSched - Incompletes                                      |       |       1 |          1 |         16 |            4 |
|  915 |     21 |           10 | View Unassigned (and Incomplete) Scheduled Counts | qryUnassigned Count Schedule                                     |       |       1 |          1 |         16 |            4 |
|  916 |     21 |           11 | Counters                                          | Counters                                                         |       |       1 |          1 |         15 |            4 |
|  917 |     21 |           13 | Raw Count Schedule                                | qryCount Schedule+History with LastCountDate                     |       |       1 |          1 |         16 |            4 |
|  918 |     21 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  919 |     21 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  920 |     21 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  921 |     21 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  922 |     22 |            0 | Actual Counts                                     |                                                                  |       |       1 |          1 |       NULL |            4 |
|  923 |     22 |            1 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            4 |
|  924 |     22 |            2 | Raw Counts                                        | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            4 |
|  925 |     22 |            3 | Count Sums by Material & Date                     | qryfxdCounts-Sum by Material-CountDate                           |       |       1 |          1 |         16 |            4 |
|  926 |     22 |            4 | Print Count Summary                               | frmCountSummaryPreview                                           |       |       1 |          1 |         11 |            4 |
|  927 |     22 |           11 | Counters Table                                    | Counters                                                         |       |       1 |          1 |         15 |            4 |
|  928 |     22 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  929 |     22 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  930 |     22 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  931 |     22 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  932 |     24 |            0 | CM Counts                                         |                                                                  |       |       1 |          1 |       NULL |            4 |
|  933 |     24 |            1 | CM Random Material Count Scheduling               | frmRandCountScheduler                                            |       |       1 |          1 |         11 |            4 |
|  934 |     24 |            2 | Generate CM Spreadsheet                           | frmExportCMCounts                                                |       |       1 |          1 |         11 |            4 |
|  935 |     24 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  936 |     24 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  937 |     24 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  938 |     24 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  939 |     24 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  940 |     30 |            0 | Audit Menu                                        |                                                                  |       |       1 |          1 |       NULL |            4 |
|  941 |     30 |            1 | Audit Material Table                              | Material for Audit                                               |       |       1 |          1 |         15 |            4 |
|  942 |     30 |            3 | Recent Counts for Audit Materials                 | rptCounts - Raw - Audit Materials                                |       |       1 |          1 |         13 |            4 |
|  943 |     30 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  944 |     60 |            0 | Tables                                            |                                                                  |       |       1 |          1 |       NULL |            4 |
|  945 |     60 |            1 | Count Schedule+History                            | Count Schedule+History                                           |       |       1 |          1 |         15 |            4 |
|  946 |     60 |            2 | Counters                                          | Counters                                                         |       |       1 |          1 |         15 |            4 |
|  947 |     60 |            3 | Counts                                            | Counts                                                           |       |       1 |          1 |         15 |            4 |
|  948 |     60 |            4 | L10Whse PartTypes                                 | L10Whse PartTypes                                                |       |       1 |          1 |         15 |            4 |
|  949 |     60 |            5 | Material List                                     | Material List                                                    |       |       1 |          1 |         15 |            4 |
|  950 |     60 |            6 | SAP                                               | SAP                                                              |       |       1 |          1 |         15 |            4 |
|  951 |     60 |            7 | Typical Locations                                 | Typical Locations                                                |       |       1 |          1 |         15 |            4 |
|  952 |     60 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  953 |     60 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  954 |     60 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  955 |     60 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  956 |     60 |           20 | Main menu                                         | 5                                                                |       |       1 |          1 |          1 |            4 |
|  957 |     65 |            0 | Queries - Scheduled Counts                        |                                                                  |       |       1 |          1 |       NULL |            4 |
|  958 |     65 |            1 | Raw Count Schedule                                | qryCount Schedule+History with LastCountDate                     |       |       1 |          1 |         16 |            4 |
|  959 |     65 |            3 | Count Schedule for a specific Part Type (pattern) | qryCount Schedule+History PartType Like Pattern by LastCountDate |       |       1 |          1 |         16 |            4 |
|  960 |     65 |            7 | View Incomplete Counts                            | qryCountSched - Incompletes                                      |       |       1 |          1 |         16 |            4 |
|  961 |     65 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  962 |     65 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  963 |     65 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  964 |     65 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  965 |     65 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  966 |     66 |            0 | Queries - Actual Counts                           |                                                                  |       |       1 |          1 |       NULL |            4 |
|  967 |     66 |            1 | Counts - Raw with Qty Evaluated                   | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            4 |
|  968 |     66 |            4 | Count Sums by Material + CountDate                | qryfxdCounts-Sum by Material-CountDate                           |       |       1 |          1 |         16 |            4 |
|  969 |     66 |            8 | SAP Totals                                        | qrySAPTotals                                                     |       |       1 |          1 |         16 |            4 |
|  970 |     66 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  971 |     66 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  972 |     66 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  973 |     66 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  974 |     66 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  975 |     67 |            0 | Queries - Materials                               |                                                                  |       |       1 |          1 |       NULL |            4 |
|  976 |     67 |            1 | All Materials (even uncounted) arr by Last Ct Dt  | qryAll Materials Count Schedule+History                          |       |       1 |          1 |         16 |            4 |
|  977 |     67 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  978 |     67 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  979 |     67 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  980 |     67 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  981 |     67 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  982 |     70 |            0 | Forms                                             |                                                                  |       |       1 |          1 |       NULL |            4 |
|  983 |     70 |            1 | Material                                          | frmMaterial                                                      |       |       1 |          1 |         11 |            4 |
|  984 |     70 |            2 | Part Types (L10 Warehouse Types)                  | frmPartTypes with CountInfo                                      |       |       1 |          1 |         11 |            4 |
|  985 |     70 |            7 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            4 |
|  986 |     70 |            8 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            4 |
|  987 |     70 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  988 |     70 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  989 |     70 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  990 |     70 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  991 |     70 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  992 |     75 |            0 | Reports                                           |                                                                  |       |       1 |          1 |       NULL |            4 |
|  993 |     75 |           10 | All Parts by Type with Last Counts                | rptParts By Type with LastCounts                                 |       |       1 |          1 |         13 |            4 |
|  994 |     75 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
|  995 |     75 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  996 |     75 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  997 |     75 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  998 |     75 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  999 |     90 |            0 | Miscellaneous                                     |                                                                  |       |       1 |          1 |       NULL |            4 |
| 1000 |     90 |            1 | Update SAP Table                                  | frmImportSAP                                                     |       |       1 |          1 |         11 |            4 |
| 1001 |     90 |           11 | All Materials (even uncounted) arr by Last Ct Dt  | qryAll Materials Count Schedule+History                          |       |       1 |          1 |         16 |            4 |
| 1002 |     90 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            4 |
| 1003 |     90 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
| 1004 |     90 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
| 1005 |     90 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
| 1006 |     90 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
| 1007 |     99 |            0 | System Menu                                       |                                                                  |       |       1 |          1 |       NULL |            4 |
| 1008 |     99 |            1 | Edit Parameters                                   |                                                                  |       |       1 |          1 |         92 |            4 |
| 1009 |     99 |            2 | Edit Greetings                                    |                                                                  |       |       1 |          1 |         93 |            4 |
| 1010 |     99 |            4 | Edit Menu                                         |                                                                  |       |       1 |          1 |         91 |            4 |
| 1011 |     99 |            6 | Determine RGB values                              | zutilShowColor                                                   |       |       1 |          1 |         11 |            4 |
| 1012 |     99 |            9 | Parameters Report                                 | zutilParameters                                                  |       |       1 |          1 |         13 |            4 |
| 1013 |     99 |           10 | Menu Report                                       | zutilMenu                                                        |       |       1 |          1 |         13 |            4 |
| 1014 |     99 |           11 | Edit Raw Parameter Table                          | zutilParameters                                                  |       |       1 |          1 |         15 |            4 |
| 1015 |     99 |           14 | Edit Menu Item Table                              | zapplMenuItems                                                   |       |       1 |          1 |         15 |            4 |
| 1016 |     99 |           17 | Reload Signature                                  | zutilSignature                                                   |       |       1 |          1 |         12 |            4 |
| 1017 |     99 |           18 | Development                                       | OpenDevelopmentEnvironment                                       |       |       1 |          1 |         21 |            4 |
| 1018 |     99 |           19 | View db Window                                    | ShowDBWindow                                                     |       |       1 |          1 |         21 |            4 |
| 1019 |     99 |           20 | Main menu                                         | 5                                                                |       |       1 |          1 |          1 |            4 |
| 1020 |      5 |            9 | Test                                              | 4                                                                |       |    NULL |       NULL |          1 |            4 |
| 1021 |      4 |            0 | Test                                              |                                                                  |       |    NULL |       NULL |          0 |            4 |
| 1022 |      4 |            1 | Test Form                                         | 00test00                                                         |       |    NULL |       NULL |         11 |            4 |
| 1023 |      4 |           20 | Return to Main Menu                               | 5                                                                |       |    NULL |       NULL |          1 |            4 |
| 1116 |      0 |            0 | L10 WICS Admin Menu                               |                                                                  |       |    NULL |       NULL |       NULL |            3 |
| 1117 |      0 |            1 | User Admin                                        | L10-WICS-UAdmin                                                  |       |    NULL |       NULL |         11 |            3 |
| 1118 |      0 |           11 | WICS                                              | 5                                                                |       |    NULL |       NULL |          1 |            3 |
| 1119 |      0 |           20 | Go Away!                                          |                                                                  |       |    NULL |       NULL |        200 |            3 |
| 1120 |      0 |            0 | L6 WICS Admin Menu                                |                                                                  |       |    NULL |       NULL |       NULL |            4 |
| 1121 |      0 |            1 | User Admin                                        | L6-WICS-UAdmin                                                   |       |    NULL |       NULL |         11 |            4 |
| 1122 |      0 |           11 | WICS                                              | 5                                                                |       |    NULL |       NULL |          1 |            4 |
| 1123 |      0 |           20 | Go Away!                                          |                                                                  |       |    NULL |       NULL |        200 |            4 |
